pre,post,kind,weight
DD6,AVHR,electrical,1.0
DD6,PVPR,electrical,9.0
DD6,PVCL,electrical,1.0
DD6,PVPL,electrical,2.0
DD6,AVG,electrical,1.0
DD6,DA8,electrical,2.0
DD6,VA12,electrical,7.0
DD6,DD5,electrical,3.0
DD6,AVL,electrical,28.0
DD6,PVT,electrical,3.0
DD6,DVC,electrical,1.0
DD6,DVB,electrical,3.0
DD6,VD11,electrical,3.0
DD6,VD12,electrical,14.0
DD6,VD13,electrical,2.0
DD6,PDA,electrical,1.0
VD1,RIGR,electrical,2.0
VD1,RIGL,electrical,3.0
VD1,SMDDR,electrical,5.0
VD1,RIFL,electrical,1.0
VD1,DD1,electrical,1.0
VD1,DVC,electrical,2.0
VD1,VC2,electrical,1.0
VD1,VC1,electrical,1.0
VD1,VD2,electrical,4.0
VC2,PVT,electrical,1.0
VC2,VD1,electrical,1.0
VC2,VC2,electrical,1.0
VC2,VC1,electrical,12.0
VC2,VC3,electrical,3.0
VC2,DD4,electrical,2.0
DA5,AVAL,electrical,2.0
DA5,AVAR,electrical,5.0
DA5,DA2,electrical,1.0
DA5,PVDL,electrical,1.0
DA5,DA3,electrical,1.0
DA5,AS6,electrical,5.0
DVB,PVQR,electrical,1.0
DVB,PVPR,electrical,4.0
DVB,PVPL,electrical,4.0
DVB,DA8,electrical,5.0
DVB,AS11,electrical,4.0
DVB,AVL,electrical,14.0
DVB,PVT,electrical,3.0
DVB,DVC,electrical,15.0
DVB,DD6,electrical,3.0
DVB,DVB,electrical,2.0
DVB,VD13,electrical,5.0
AS10,AVHL,electrical,1.0
AS10,AVAL,electrical,5.0
AS10,AVAR,electrical,2.0
AS10,DB7,electrical,1.0
AS10,AVKL,electrical,1.0
AS10,VA12,electrical,3.0
AS10,DA7,electrical,1.0
VC1,PVPR,electrical,1.0
VC1,DD1,electrical,1.0
VC1,VD1,electrical,1.0
VC1,VC2,electrical,12.0
VC1,VC3,electrical,7.0
VD11,AVAR,electrical,1.0
VD11,DD5,electrical,1.0
VD11,VD10,electrical,6.0
VD11,AVL,electrical,1.0
VD11,PVT,electrical,3.0
VD11,DVC,electrical,1.0
VD11,DD6,electrical,3.0
VD11,VD12,electrical,6.0
VD11,VB10,electrical,1.0
DD2,DD1,electrical,6.0
DD2,VD3,electrical,1.0
DD2,VD4,electrical,2.0
DD2,DD3,electrical,2.0
DD2,VD5,electrical,1.0
PVWL,PVPR,electrical,1.0
PVWL,PVCL,electrical,4.0
PVWL,AVJL,electrical,3.0
PVWL,PVCR,electrical,10.0
PVWL,LUAR,electrical,3.0
PVWL,PVWR,electrical,2.0
PVWL,VD13,electrical,1.0
PVWR,PVQR,electrical,1.0
PVWR,AVDR,electrical,1.0
PVWR,AVAR,electrical,2.0
PVWR,AVJL,electrical,5.0
PVWR,PVR,electrical,2.0
PVWR,PVCR,electrical,10.0
PVWR,LUAR,electrical,3.0
PVWR,PVNR,electrical,6.0
PVWR,AVL,electrical,3.0
PVWR,PVT,electrical,2.0
PVWR,PVWL,electrical,2.0
PVWR,VD13,electrical,2.0
PDB,AVJL,electrical,2.0
PDB,RID,electrical,2.0
PDB,PVR,electrical,13.0
PDB,PVPL,electrical,1.0
PDB,DB7,electrical,2.0
PDB,AS11,electrical,4.0
PDB,DD6,electrical,2.0
PDB,VD13,electrical,4.0
PDB,PDA,electrical,5.0
VD12,AVHR,electrical,13.0
VD12,AVHL,electrical,8.0
VD12,PVPR,electrical,35.0
VD12,AVFL,electrical,3.0
VD12,VA12,electrical,8.0
VD12,VB11,electrical,1.0
VD12,AVL,electrical,2.0
VD12,PVT,electrical,4.0
VD12,DD6,electrical,14.0
VD12,VD11,electrical,6.0
VD12,VD13,electrical,6.0
VD12,VB10,electrical,1.0
VA5,AVAR,electrical,5.0
VA5,DA2,electrical,3.0
VA5,AS1,electrical,3.0
VA11,AVAL,electrical,2.0
VA11,AVAR,electrical,16.0
VA11,DVA,electrical,1.0
VA11,PVCR,electrical,3.0
VA11,VA12,electrical,1.0
VA11,DA9,electrical,3.0
VA11,VB10,electrical,3.0
VD3,DD1,electrical,4.0
VD3,DD2,electrical,1.0
VD3,VD4,electrical,6.0
VD3,VA3,electrical,1.0
VD3,VD2,electrical,7.0
VD4,DD2,electrical,2.0
VD4,VD3,electrical,6.0
VD4,VD5,electrical,1.0
VD6,PDEL,electrical,2.0
VD6,VD7,electrical,15.0
VD6,DD3,electrical,2.0
VD6,VD5,electrical,10.0
VD7,VD6,electrical,15.0
VD7,DD3,electrical,1.0
VD7,DD4,electrical,1.0
VD7,VD8,electrical,6.0
VD13,PVCL,electrical,1.0
VD13,PVR,electrical,1.0
VD13,PVPL,electrical,11.0
VD13,PVNR,electrical,1.0
VD13,VA12,electrical,6.0
VD13,AVL,electrical,5.0
VD13,PVT,electrical,17.0
VD13,DA9,electrical,2.0
VD13,DVC,electrical,1.0
VD13,DD6,electrical,2.0
VD13,DVB,electrical,5.0
VD13,PVWL,electrical,1.0
VD13,PVWR,electrical,2.0
VD13,PDB,electrical,4.0
VD13,VD12,electrical,6.0
PDA,PVQR,electrical,1.0
PDA,DVA,electrical,1.0
PDA,DA8,electrical,1.0
PDA,AVL,electrical,3.0
PDA,PHAR,electrical,1.0
PDA,DA9,electrical,9.0
PDA,DD6,electrical,1.0
PDA,PDB,electrical,5.0
VD9,PVM,electrical,1.0
VD9,PDER,electrical,5.0
VD9,PVDR,electrical,1.0
VD9,DD5,electrical,1.0
VD9,VD10,electrical,6.0
VD9,DD4,electrical,1.0
VD9,VD8,electrical,6.0
SABVL,AVAR,electrical,15.0
SABVR,AVAL,electrical,8.0
SABVR,AVAR,electrical,2.0
SABVR,DA1,electrical,1.0
SABVR,DD1,electrical,1.0
DA3,AVAL,electrical,6.0
DA3,AVAR,electrical,7.0
DA3,VA2,electrical,1.0
DA3,FLPR,electrical,16.0
DA3,VA6,electrical,1.0
DA3,PVDL,electrical,1.0
DA3,DA5,electrical,1.0
DA3,DA4,electrical,1.0
DA3,AS4,electrical,4.0
DA4,AVAL,electrical,2.0
DA4,AVAR,electrical,2.0
DA4,PVCL,electrical,1.0
DA4,DA3,electrical,1.0
DA4,VA3,electrical,1.0
AS4,DA3,electrical,4.0
VA3,AVAL,electrical,6.0
VA3,AVAR,electrical,3.0
VA3,SABD,electrical,2.0
VA3,VD3,electrical,1.0
VA3,DA4,electrical,1.0
VA3,AS1,electrical,3.0
VA3,AS2,electrical,2.0
VA10,AVAL,electrical,6.0
VA10,AVDL,electrical,1.0
VA10,AVAR,electrical,4.0
VA10,DA8,electrical,2.0
VA10,DB7,electrical,1.0
VA10,PVDL,electrical,1.0
DA6,AVAL,electrical,4.0
DA6,AVAR,electrical,4.0
DA6,DB1,electrical,1.0
DB1,AVBR,electrical,15.0
DB1,RID,electrical,2.0
DB1,DVA,electrical,3.0
DB1,VB3,electrical,5.0
DB1,DB2,electrical,5.0
DB1,PVDL,electrical,1.0
DB1,DA6,electrical,1.0
VC6,PVT,electrical,2.0
VC6,DVC,electrical,1.0
VC6,VC5,electrical,4.0
AS1,AVER,electrical,1.0
AS1,AVEL,electrical,2.0
AS1,FLPR,electrical,1.0
AS1,VA5,electrical,3.0
AS1,VA3,electrical,3.0
AS3,AVAR,electrical,1.0
AS3,DA2,electrical,1.0
AS3,PVDR,electrical,1.0
VA4,AVAL,electrical,6.0
VA4,AVAR,electrical,3.0
VA4,VB3,electrical,1.0
VA4,AS2,electrical,9.0
VA4,VA7,electrical,1.0
VD2,VA2,electrical,1.0
VD2,DD1,electrical,3.0
VD2,VD1,electrical,4.0
VD2,VD3,electrical,7.0
VD2,VD2,electrical,3.0
AS2,DA2,electrical,2.0
AS2,VA3,electrical,2.0
AS2,VA4,electrical,9.0
DD3,DB3,electrical,1.0
DD3,DB4,electrical,1.0
DD3,DD2,electrical,2.0
DD3,VD6,electrical,2.0
DD3,VD7,electrical,1.0
DD3,VD5,electrical,1.0
DD3,DD4,electrical,3.0
VD5,DD2,electrical,1.0
VD5,VD4,electrical,1.0
VD5,VD6,electrical,10.0
VD5,DD3,electrical,1.0
DA7,AVAL,electrical,10.0
DA7,PVCL,electrical,1.0
DA7,PVCR,electrical,3.0
DA7,DA8,electrical,1.0
DA7,AS10,electrical,1.0
AS5,AVBR,electrical,2.0
AS5,AVAR,electrical,3.0
VC3,PVT,electrical,1.0
VC3,VC2,electrical,3.0
VC3,VC1,electrical,7.0
VC3,DD4,electrical,2.0
VC3,VC4,electrical,4.0
VA7,AVAL,electrical,2.0
VA7,AVAR,electrical,5.0
VA7,VA4,electrical,1.0
DB5,AVBL,electrical,3.0
DB5,AVBR,electrical,4.0
DB5,DB4,electrical,5.0
DB5,DB6,electrical,5.0
AS6,AVBL,electrical,1.0
AS6,AVBR,electrical,1.0
AS6,AVAR,electrical,2.0
AS6,DA5,electrical,5.0
VB4,AVBL,electrical,3.0
VB4,AVBR,electrical,5.0
VB4,VB3,electrical,1.0
VB4,DB2,electrical,1.0
VB4,VB5,electrical,1.0
VB4,VB2,electrical,1.0
VB8,AVBL,electrical,4.0
VB8,AVBR,electrical,4.0
VB8,VA9,electrical,3.0
VB8,VB7,electrical,5.0
VB8,VB9,electrical,5.0
DB6,AVBL,electrical,4.0
DB6,AVBR,electrical,4.0
DB6,DB7,electrical,5.0
DB6,DB5,electrical,5.0
DD4,DD5,electrical,3.0
DD4,VC2,electrical,2.0
DD4,VD7,electrical,1.0
DD4,VD9,electrical,1.0
DD4,DD3,electrical,3.0
DD4,VC3,electrical,2.0
DD4,VD8,electrical,2.0
VD8,VD7,electrical,6.0
VD8,VD9,electrical,6.0
VD8,DD4,electrical,2.0
VB9,AVBL,electrical,4.0
VB9,AVBR,electrical,4.0
VB9,PDER,electrical,7.0
VB9,VB8,electrical,5.0
VB9,VB10,electrical,5.0
VB10,AVBL,electrical,4.0
VB10,PVCL,electrical,2.0
VB10,PVCR,electrical,1.0
VB10,AVKL,electrical,1.0
VB10,PDEL,electrical,1.0
VB10,PDER,electrical,4.0
VB10,VD11,electrical,1.0
VB10,VD12,electrical,1.0
VB10,VA11,electrical,3.0
VB10,VB9,electrical,5.0
VC5,AVFL,electrical,1.0
VC5,PVT,electrical,2.0
VC5,DVC,electrical,1.0
VC5,AVFR,electrical,1.0
VC5,VC6,electrical,4.0
VC5,VC5,electrical,4.0
VC5,VC4,electrical,4.0
VC4,AVFL,electrical,1.0
VC4,AVFR,electrical,1.0
VC4,VC3,electrical,4.0
VC4,VC5,electrical,4.0
